text_id,text_corpus_ann,Unnamed: 6,text_corpus,one/ones,antecedent type,one-start character offset,one-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,antecedent number,one-licensor category,URL,ft_is_ones,ft_is_nppl,ft_is_linguistic,wlen_A,wlen_B,dist_A_ao,dist_B_ao,ft_TAvsCF_dist,A_unigram,B_unigram,ft_uni_TACFlogdiff,human_text,human_acc,correct_human,text,target,expected_answer,gpt_answer,correct_GPT,recheck_GPT,llama_answer,correct_LLaMA,recheck_LLaMA,Gemma_LoRA_answer,correct_Gemma,recheck_Gemma,dataset,version,Item,rater_1,rater_2,rater_3,all_humans,null_count,acc_binary_all3,acc_binary_2,acc_human,is_parallem
11,"A request to repeat a performance, as in Encore!, lit. 'again'; also used to describe additional songs played at the end of a gig. Francophones would say «Une autre!» ('Another one!') or «Bis!» to request «un rappel» or «un bis».",non-parallelism,"A request to repeat a performance, as in Encore!, lit. 'again'; also used to describe additional songs played at the end of a gig. Francophones would say «Une autre!» ('Another one!') or «Bis!» to request «un rappel» or «un bis».",one,discourse,176,178,gig,126,128,performance,21,31,False,True,local,non-local,npsg,det,https://en.wikipedia.org/wiki/Glossary_of_French_expressions_in_English,0,0,0,3,11,48,145,97,-7.03320407867431,-6.10936069488525,0.9238433837890624,"A request to repeat a performance, as in Encore!, lit. 'again'; also used to describe additional songs played at the end of a gig. Francophones would say «Une autre!» ('Another one!') or «Bis!» to request «un rappel» or «un bis».",0.6666666666666666,1.0,"A request to repeat a performance, as in Encore!, lit. 'again'; also used to describe additional songs played at the end of a gig. Francophones would say «Une autre!» ('Another one!') or «Bis!» to request «un rappel» or «un bis».",one,performance,SONG,0.0,0.0,One (the performance),0.0,0.0,performance,1.0,1.0,gao,one_23,11,True,False,True,2.0,0,0,1,0.6666666666666666,non-parallem
12,"(Intransitive, ""to be robbed"") Used humorously in exclamations when a shot that looks like it would work did not, as in ""Oh! You got robbed on that one!""",non-parallelism,"(Intransitive, ""to be robbed"") Used humorously in exclamations when a shot that looks like it would work did not, as in ""Oh! You got robbed on that one!""",one,discourse,148,150,exclamations,50,61,shot,70,73,False,True,non-local,local,npsg,det,https://en.wikipedia.org/wiki/Glossary_of_cue_sports_terms,0,0,0,12,4,87,75,-12,-7.03320407867431,-4.89246463775634,2.1407394409179688,"(Intransitive, ""to be robbed"") Used humorously in exclamations when a shot that looks like it would work did not, as in ""Oh! You got robbed on that one!""",1.0,1.0,"(Intransitive, ""to be robbed"") Used humorously in exclamations when a shot that looks like it would work did not, as in ""Oh! You got robbed on that one!""",one,shot,SHOT,1.0,1.0,The shot,0.0,1.0,shot,1.0,1.0,gao,one_9,12,True,,True,2.0,1,1,1,1.0,non-parallem
13,"In 1985, he appeared in the rock music band Marillion's music video for its single release ""Heart of Lothian"", in which he played a barman, and starred in a popular TV commercial for McVitie's rich tea biscuits as ""Jacko"", saying, ""Yeah, I'll make a statement. A drink's too wet without one!""",non-parallelism,"In 1985, he appeared in the rock music band Marillion's music video for its single release ""Heart of Lothian"", in which he played a barman, and starred in a popular TV commercial for McVitie's rich tea biscuits as ""Jacko"", saying, ""Yeah, I'll make a statement. A drink's too wet without one!""",one,discourse,287,289,statement,250,258,biscuits,202,209,False,True,local,non-local,nppl,prep,https://en.wikipedia.org/wiki/Glynn_Edwards,0,1,0,9,8,29,78,49,-7.03320407867431,-7.03320407867431,0.0,"In 1985, he appeared in the rock music band Marillion's music video for its single release ""Heart of Lothian"", in which he played a barman, and starred in a popular TV commercial for McVitie's rich tea biscuits as ""Jacko"", saying, ""Yeah, I'll make a statement. A drink's too wet without one!""",1.0,1.0,"In 1985, he appeared in the rock music band Marillion's music video for its single release ""Heart of Lothian"", in which he played a barman, and starred in a popular TV commercial for McVitie's rich tea biscuits as ""Jacko"", saying, ""Yeah, I'll make a statement. A drink's too wet without one!""",one,biscuits,BISCUIT,0.0,1.0,Jacko,0.0,0.0,biscuit,0.0,1.0,gao,one_4,13,,False,True,1.0,1,0,0,0.5,non-parallem
14,"It can also be an alternative to owning multiple cars for households with more than one driver. A long-term study of City CarShare members found that 30 percent of households that joined sold a car; others delayed purchasing one. Transit use, bicycling, and walking also increased among members.",Contrasting,"It can also be an alternative to owning multiple cars for households with more than one driver. A long-term study of City CarShare members found that 30 percent of households that joined sold a car; others delayed purchasing one. Transit use, bicycling, and walking also increased among members.",one,linguistic,225,227,car,194,196,households,164,173,True,False,local,non-local,npsg,verb,https://en.wikipedia.org/wiki/GoCar_(carsharing),0,0,1,3,10,29,52,-23,-4.14745998382568,-7.03320407867431,2.885744094848633,"It can also be an alternative to owning multiple cars for households with more than one driver. A long-term study of City CarShare members found that 30 percent of households that joined sold a car; others delayed purchasing one. Transit use, bicycling, and walking also increased among members.",1.0,1.0,"It can also be an alternative to owning multiple cars for households with more than one driver. A long-term study of City CarShare members found that 30 percent of households that joined sold a car; others delayed purchasing one. Transit use, bicycling, and walking also increased among members.",one,car,CAR,1.0,1.0,one driver,0.0,0.0,one driver,0.0,0.0,gao,one_16,14,True,True,True,3.0,0,1,1,1.0,parallel
15,"By June 1982, Gorgon had sold 23,000 copies, making it one of the best-selling computer games at the time. Bill Kunkel of Electronic Games called the game ""another winner from ace designer Nasir"" and ""fine home version"" of Defender, only criticizing the Apple II's lack of joystick support at the time. BYTE stated that Gorgon ""is well programmed and much more enjoyable than the arcade version [and] should provide many hours of enjoyment ... Rest assured that you Nasir Gebelli fans will not be disappointed by this one!""",non-parallelism,"By June 1982, Gorgon had sold 23,000 copies, making it one of the best-selling computer games at the time. Bill Kunkel of Electronic Games called the game ""another winner from ace designer Nasir"" and ""fine home version"" of Defender, only criticizing the Apple II's lack of joystick support at the time. BYTE stated that Gorgon ""is well programmed and much more enjoyable than the arcade version [and] should provide many hours of enjoyment ... Rest assured that you Nasir Gebelli fans will not be disappointed by this one!""",one,discourse,518,520,game,150,153,enjoyment,430,438,True,False,non-local,local,npsg,det,https://en.wikipedia.org/wiki/Gorgon_(video_game),0,0,0,4,9,365,80,285,-4.89579391479492,-7.03320407867431,2.1374101638793945,"By June 1982, Gorgon had sold 23,000 copies, making it one of the best-selling computer games at the time. Bill Kunkel of Electronic Games called the game ""another winner from ace designer Nasir"" and ""fine home version"" of Defender, only criticizing the Apple II's lack of joystick support at the time. BYTE stated that Gorgon ""is well programmed and much more enjoyable than the arcade version [and] should provide many hours of enjoyment ... Rest assured that you Nasir Gebelli fans will not be disappointed by this one!""",1.0,1.0,"By June 1982, Gorgon had sold 23,000 copies, making it one of the best-selling computer games at the time. Bill Kunkel of Electronic Games called the game ""another winner from ace designer Nasir"" and ""fine home version"" of Defender, only criticizing the Apple II's lack of joystick support at the time. BYTE stated that Gorgon ""is well programmed and much more enjoyable than the arcade version [and] should provide many hours of enjoyment ... Rest assured that you Nasir Gebelli fans will not be disappointed by this one!""",one,game,GORGON,0.0,0.0,Nasir Gebelli,0.0,0.0,Gorgon,0.0,0.0,gao,one_21,15,True,True,True,3.0,0,1,1,1.0,non-parallem
16,"Clifford's special blue blanket is falling apart, so it's time for a new one!",non-parallelism,"Clifford's special blue blanket is falling apart, so it's time for a new one!",one,linguistic,73,75,blanket,24,30,time,58,61,True,False,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/Clifford_the_Big_Red_Dog_(2019_TV_series),0,0,1,7,4,43,12,31,-7.03320407867431,-4.54129076004028,-2.49191331863403,"Clifford's special blue blanket is falling apart, so it's time for a new one!",1.0,1.0,"Clifford's special blue blanket is falling apart, so it's time for a new one!",one,blanket,BLANKET,1.0,1.0,a new blanket,0.0,0.0,blanket,1.0,1.0,gao,one_2,16,True,True,True,3.0,0,1,1,1.0,non-parallem
17,Emily Elizabeth decides to help Clifford by making him a new blanket to replace his old one.,Modifier Coordination,Emily Elizabeth decides to help Clifford by making him a new blanket to replace his old one.,one,linguistic,88,90,Clifford,32,39,blanket,61,67,False,True,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/Clifford_the_Big_Red_Dog_(2019_TV_series),0,0,1,8,7,49,21,-28,-7.03320407867431,-7.03320407867431,0.0,Emily Elizabeth decides to help Clifford by making him a new blanket to replace his old one.,1.0,1.0,Emily Elizabeth decides to help Clifford by making him a new blanket to replace his old one.,one,blanket,BLANKET,1.0,1.0,Clifford,0.0,0.0,blanket,1.0,1.0,gao,one_14,17,True,True,True,3.0,0,1,1,1.0,parallel
18,"As reported by Colonel Voinescu, the conservative memoirist, the ""ridiculous parody"" was entirely organized by ""a Greek man, namely C. Aristia"". Voinescu muses: ""What should we call such an act? Which nation has ever set fire to its own laws before even making herself some new ones! but there is some consolation in the knowledge that the chief leader of this display was a Greek.""",non-parallelism,"As reported by Colonel Voinescu, the conservative memoirist, the ""ridiculous parody"" was entirely organized by ""a Greek man, namely C. Aristia"". Voinescu muses: ""What should we call such an act? Which nation has ever set fire to its own laws before even making herself some new ones! but there is some consolation in the knowledge that the chief leader of this display was a Greek.""",ones,linguistic,278,281,fire,221,224,laws,237,240,False,True,non-local,local,nppl,adj,https://en.wikipedia.org/wiki/Costache_Aristia,1,1,1,4,4,54,38,-16,-4.84536504745483,-7.03320407867431,-2.18783903121948,"As reported by Colonel Voinescu, the conservative memoirist, the ""ridiculous parody"" was entirely organized by ""a Greek man, namely C. Aristia"". Voinescu muses: ""What should we call such an act? Which nation has ever set fire to its own laws before even making herself some new ones! but there is some consolation in the knowledge that the chief leader of this display was a Greek.""",1.0,1.0,"As reported by Colonel Voinescu, the conservative memoirist, the ""ridiculous parody"" was entirely organized by ""a Greek man, namely C. Aristia"". Voinescu muses: ""What should we call such an act? Which nation has ever set fire to its own laws before even making herself some new ones! but there is some consolation in the knowledge that the chief leader of this display was a Greek.""",ones,laws,LAWS,1.0,1.0,Greek nation,0.0,0.0,laws,1.0,1.0,gao,one_3,18,True,True,True,3.0,0,1,1,1.0,non-parallem
19,"Bulat, the main character, demobilizes and comes back to his loved Kazakhstan. Bulat loves the vast steppe, dusks and dawns. He loves this whole world. He is a former sailor who served with the Pacific Fleet, and he wishes to become a shepherd. And he will become one! But there is a problem: in order to get the flock of sheep he must be married. And there is only one girl around for many kilometers. But what a girl she is! And her name is Tulpan.",non-parallelism,"Bulat, the main character, demobilizes and comes back to his loved Kazakhstan. Bulat loves the vast steppe, dusks and dawns. He loves this whole world. He is a former sailor who served with the Pacific Fleet, and he wishes to become a shepherd. And he will become one! But there is a problem: in order to get the flock of sheep he must be married. And there is only one girl around for many kilometers. But what a girl she is! And her name is Tulpan.",one,discourse,264,266,shepherd,235,242,sailor,167,172,True,False,local,non-local,npsg,verb,https://en.wikipedia.org/wiki/Gulnara_Sarsenova,0,0,0,8,6,22,92,-70,-7.03320407867431,-7.03320407867431,0.0,"Bulat, the main character, demobilizes and comes back to his loved Kazakhstan. Bulat loves the vast steppe, dusks and dawns. He loves this whole world. He is a former sailor who served with the Pacific Fleet, and he wishes to become a shepherd. And he will become one! But there is a problem: in order to get the flock of sheep he must be married. And there is only one girl around for many kilometers. But what a girl she is! And her name is Tulpan.",1.0,1.0,"Bulat, the main character, demobilizes and comes back to his loved Kazakhstan. Bulat loves the vast steppe, dusks and dawns. He loves this whole world. He is a former sailor who served with the Pacific Fleet, and he wishes to become a shepherd. And he will become one! But there is a problem: in order to get the flock of sheep he must be married. And there is only one girl around for many kilometers. But what a girl she is! And her name is Tulpan.",one,shepherd,GIRL,0.0,0.0,girl,0.0,0.0,girl,0.0,0.0,gao,one_5,19,True,True,True,3.0,0,1,1,1.0,non-parallem
20,"At Christmas 1894, the Munshi sent Lord Elgin a sentimental greeting card, which to Victoria's dismay went unacknowledged. Through Frederick Ponsonby, she complained to Elgin, who replied that he did ""not imagine that any acknowledgement was necessary, or that the Queen would expect him to send one"", pointing out ""how impossible it would be for an Indian Viceroy to enter into correspondence of this kind"". Frederick wrote to Elgin in January 1895 that Karim was deeply unpopular in the Household, and that he occupied ""very much the same position as John Brown used to"". ",non-parallelism,"At Christmas 1894, the Munshi sent Lord Elgin a sentimental greeting card, which to Victoria's dismay went unacknowledged. Through Frederick Ponsonby, she complained to Elgin, who replied that he did ""not imagine that any acknowledgement was necessary, or that the Queen would expect him to send one"", pointing out ""how impossible it would be for an Indian Viceroy to enter into correspondence of this kind"". Frederick wrote to Elgin in January 1895 that Karim was deeply unpopular in the Household, and that he occupied ""very much the same position as John Brown used to"". ",one,linguistic,296,298,acknowledgement,222,236,Queen,265,269,True,False,non-local,local,npsg,verb,https://en.wikipedia.org/wiki/Abdul_Karim_(the_Munshi),0,0,1,15,5,60,27,33,-7.03320407867431,-5.80688285827636,-1.22632122039794,"At Christmas 1894, the Munshi sent Lord Elgin a sentimental greeting card, which to Victoria's dismay went unacknowledged. Through Frederick Ponsonby, she complained to Elgin, who replied that he did ""not imagine that any acknowledgement was necessary, or that the Queen would expect him to send one"", pointing out ""how impossible it would be for an Indian Viceroy to enter into correspondence of this kind"". Frederick wrote to Elgin in January 1895 that Karim was deeply unpopular in the Household, and that he occupied ""very much the same position as John Brown used to"". ",1.0,1.0,"At Christmas 1894, the Munshi sent Lord Elgin a sentimental greeting card, which to Victoria's dismay went unacknowledged. Through Frederick Ponsonby, she complained to Elgin, who replied that he did ""not imagine that any acknowledgement was necessary, or that the Queen would expect him to send one"", pointing out ""how impossible it would be for an Indian Viceroy to enter into correspondence of this kind"". Frederick wrote to Elgin in January 1895 that Karim was deeply unpopular in the Household, and that he occupied ""very much the same position as John Brown used to"". ",one,acknowledgement,ACKNOWLEDGEMENT,1.0,1.0,The Queen,0.0,0.0,acknowledgement,1.0,1.0,gao,one_2,20,True,False,True,2.0,0,0,1,0.6666666666666666,non-parallem
21,"Prime Minister David Ben-Gurion had decided on the importance of renaming in the area earlier in the year, writing in his diary in July: ""We must give Hebrew names to these places – ancient names, if there are, and if not, new ones!""; he subsequently established the committee's objectives with a letter to the chairman of the committee.",Modifier Coordination,"Prime Minister David Ben-Gurion had decided on the importance of renaming in the area earlier in the year, writing in his diary in July: ""We must give Hebrew names to these places – ancient names, if there are, and if not, new ones!""; he subsequently established the committee's objectives with a letter to the chairman of the committee.",ones,linguistic,227,230,names,158,162,places,173,178,True,False,local,non-local,nppl,adj,https://en.wikipedia.org/wiki/Hebraization_of_Palestinian_place_names,1,1,1,5,6,65,49,16,-7.03320407867431,-7.03320407867431,0.0,"Prime Minister David Ben-Gurion had decided on the importance of renaming in the area earlier in the year, writing in his diary in July: ""We must give Hebrew names to these places – ancient names, if there are, and if not, new ones!""; he subsequently established the committee's objectives with a letter to the chairman of the committee.",1.0,1.0,"Prime Minister David Ben-Gurion had decided on the importance of renaming in the area earlier in the year, writing in his diary in July: ""We must give Hebrew names to these places – ancient names, if there are, and if not, new ones!""; he subsequently established the committee's objectives with a letter to the chairman of the committee.",ones,names,NAMES,1.0,1.0,these places,0.0,0.0,names,1.0,1.0,gao,one_8,21,True,True,True,3.0,0,1,1,1.0,parallel
22,"On 12 February 1917, Kroll was awarded the Iron Cross First Class. It was about this time that Kroll wrote about the difficulty of confirming victories: ""It is difficult to get confirmation of a victory–especially the first one! It must be confirmed by our own ground troops ... this is even more difficult if hazy conditions prevail.""",Subset,"On 12 February 1917, Kroll was awarded the Iron Cross First Class. It was about this time that Kroll wrote about the difficulty of confirming victories: ""It is difficult to get confirmation of a victory–especially the first one! It must be confirmed by our own ground troops ... this is even more difficult if hazy conditions prevail.""",one,linguistic,224,226,victory,195,201,confirmation,177,188,True,False,local,non-local,npsg,num,https://en.wikipedia.org/wiki/Heinrich_Kroll,0,0,1,7,12,23,36,-13,-7.03320407867431,-7.03320407867431,0.0,"On 12 February 1917, Kroll was awarded the Iron Cross First Class. It was about this time that Kroll wrote about the difficulty of confirming victories: ""It is difficult to get confirmation of a victory–especially the first one! It must be confirmed by our own ground troops ... this is even more difficult if hazy conditions prevail.""",1.0,1.0,"On 12 February 1917, Kroll was awarded the Iron Cross First Class. It was about this time that Kroll wrote about the difficulty of confirming victories: ""It is difficult to get confirmation of a victory–especially the first one! It must be confirmed by our own ground troops ... this is even more difficult if hazy conditions prevail.""",one,victory,VICTORY,1.0,1.0,Our own ground troops,0.0,0.0,victory,1.0,1.0,gao,one_4,22,,False,True,1.0,1,0,0,0.5,parallel
23,"Maybe it's time to go public with the 'great and the good' who caused heartache and misery to so many gay people? … I am sick to death of RTE now being the benign channel of acceptance of homosexuality when it was a bastion of creaking, ancient codes. It was fine to be a woman Director at RTE….just not a GAY one! Once they found out I was a big Gayer, RTE wasn't that happy about having me on screen or on public forums ….",Contrasting,"Maybe it's time to go public with the 'great and the good' who caused heartache and misery to so many gay people? … I am sick to death of RTE now being the benign channel of acceptance of homosexuality when it was a bastion of creaking, ancient codes. It was fine to be a woman Director at RTE….just not a GAY one! Once they found out I was a big Gayer, RTE wasn't that happy about having me on screen or on public forums ….",one,linguistic,310,312,Director,278,285,codes,245,249,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/Helen_O'Rahilly,0,0,1,8,5,25,61,-36,-6.05788612365722,-7.03320407867431,0.9753179550170898,"Maybe it's time to go public with the 'great and the good' who caused heartache and misery to so many gay people? … I am sick to death of RTE now being the benign channel of acceptance of homosexuality when it was a bastion of creaking, ancient codes. It was fine to be a woman Director at RTE….just not a GAY one! Once they found out I was a big Gayer, RTE wasn't that happy about having me on screen or on public forums ….",1.0,1.0,"Maybe it's time to go public with the 'great and the good' who caused heartache and misery to so many gay people? … I am sick to death of RTE now being the benign channel of acceptance of homosexuality when it was a bastion of creaking, ancient codes. It was fine to be a woman Director at RTE….just not a GAY one! Once they found out I was a big Gayer, RTE wasn't that happy about having me on screen or on public forums ….",one,Director,DIRECTOR,1.0,1.0,"Director
The pronoun ""one"" refers to the Director",0.0,1.0,a GAY one,0.0,0.0,gao,one_8,23,True,True,True,3.0,0,1,1,1.0,parallel
24,"From there, the masks went into a vulcanization oven where they would be baked and come out hard. But I dug my nails into the nose-pieces while they were still soft, so that when they came out, nobody would be able to breathe while wearing one! For that I was sentenced to the bunker: the prison within the concentration camp.",non-parallelism,"From there, the masks went into a vulcanization oven where they would be baked and come out hard. But I dug my nails into the nose-pieces while they were still soft, so that when they came out, nobody would be able to breathe while wearing one! For that I was sentenced to the bunker: the prison within the concentration camp.",one,linguistic,240,242,nails,111,115,nose-pieces,126,136,False,True,non-local,local,nppl,verb,https://en.wikipedia.org/wiki/Hetty_Voûte,0,1,1,5,11,125,104,-21,-7.03320407867431,-7.03320407867431,0.0,"From there, the masks went into a vulcanization oven where they would be baked and come out hard. But I dug my nails into the nose-pieces while they were still soft, so that when they came out, nobody would be able to breathe while wearing one! For that I was sentenced to the bunker: the prison within the concentration camp.",1.0,1.0,"From there, the masks went into a vulcanization oven where they would be baked and come out hard. But I dug my nails into the nose-pieces while they were still soft, so that when they came out, nobody would be able to breathe while wearing one! For that I was sentenced to the bunker: the prison within the concentration camp.",one,nose-pieces,MASK,0.0,0.0,One,0.0,0.0,mask,0.0,0.0,gao,one_23,24,True,True,True,3.0,0,1,1,1.0,non-parallem
25,"After moving to Hong Kong, she began an affair with Charles Boxer, the local head of British army intelligence. According to a December 1944 Time article, Hahn decided that she needed the steadying influence of a baby, but doubted if she could have one.",non-parallelism,"After moving to Hong Kong, she began an affair with Charles Boxer, the local head of British army intelligence. According to a December 1944 Time article, Hahn decided that she needed the steadying influence of a baby, but doubted if she could have one.",one,linguistic,249,251,influence ,198,206,baby ,213,216,False,True,non-local,local,npsg,verb,https://en.wikipedia.org/wiki/Emily_Hahn,0,0,1,9,4,43,33,-10,-7.03320407867431,-7.03320407867431,0.0,"After moving to Hong Kong, she began an affair with Charles Boxer, the local head of British army intelligence. According to a December 1944 Time article, Hahn decided that she needed the steadying influence of a baby, but doubted if she could have one.",1.0,1.0,"After moving to Hong Kong, she began an affair with Charles Boxer, the local head of British army intelligence. According to a December 1944 Time article, Hahn decided that she needed the steadying influence of a baby, but doubted if she could have one.",one,baby,BABY,1.0,1.0,a baby,0.0,1.0,baby,1.0,1.0,gao,one_20,25,True,True,True,3.0,0,1,1,1.0,non-parallem
26,"""High Fidelity"" was released as the second single from Get Happy!! after ""I Can't Stand Up for Falling Down."" The single's B-side featured a version of Betty Everett's ""Getting Mighty Crowded"" recorded during the Get Happy!! sessions as well as an early, slower version of ""Clowntime Is Over."" The release of the single was accompanied by a music video, of which Costello said, ""Nice dance routine with this one!"" The single was a modest commercial success in the UK, reaching number 30 on the UK Singles Chart over a stay of five weeks. ",non-parallelism,"""High Fidelity"" was released as the second single from Get Happy!! after ""I Can't Stand Up for Falling Down."" The single's B-side featured a version of Betty Everett's ""Getting Mighty Crowded"" recorded during the Get Happy!! sessions as well as an early, slower version of ""Clowntime Is Over."" The release of the single was accompanied by a music video, of which Costello said, ""Nice dance routine with this one!"" The single was a modest commercial success in the UK, reaching number 30 on the UK Singles Chart over a stay of five weeks. ",one,discourse,408,410,routine,390,396,single,313,318,False,True,local,non-local,npsg,det,https://en.wikipedia.org/wiki/High_Fidelity_(song),0,0,0,7,6,12,90,78,-7.03320407867431,-5.78046894073486,1.2527351379394531,"""High Fidelity"" was released as the second single from Get Happy!! after ""I Can't Stand Up for Falling Down."" The single's B-side featured a version of Betty Everett's ""Getting Mighty Crowded"" recorded during the Get Happy!! sessions as well as an early, slower version of ""Clowntime Is Over."" The release of the single was accompanied by a music video, of which Costello said, ""Nice dance routine with this one!"" The single was a modest commercial success in the UK, reaching number 30 on the UK Singles Chart over a stay of five weeks. ",0.6666666666666666,1.0,"""High Fidelity"" was released as the second single from Get Happy!! after ""I Can't Stand Up for Falling Down."" The single's B-side featured a version of Betty Everett's ""Getting Mighty Crowded"" recorded during the Get Happy!! sessions as well as an early, slower version of ""Clowntime Is Over."" The release of the single was accompanied by a music video, of which Costello said, ""Nice dance routine with this one!"" The single was a modest commercial success in the UK, reaching number 30 on the UK Singles Chart over a stay of five weeks. ",one,single,SINGLE,1.0,1.0,The single,0.0,1.0,music video,0.0,0.0,gao,one_19,26,True,False,,1.0,1,0,0,0.5,non-parallem
